category,url,last_crawled,live_status,location,canonical,meta_robots,x_robots_tag,in_sitemap,source_file,normalized_key,request_error
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/1170005,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/1170005,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/2,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/2,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/3,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/3,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/5,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/5,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/6,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/6,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/720001,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/720001,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/780001,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/780001,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/8,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/8,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/810001,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/810001,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/840001,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/840001,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/9,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/9,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/900001,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/900001,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/930001,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/930001,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/960001,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/960001,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/portfolio/p/990001,1970-01-01,200,,https://kokamdo.co.kr,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/portfolio/p/990001,
발견됨 - 현재 색인이 생성되지 않음,https://kokamdo.co.kr/privacy,1970-01-01,200,,https://kokamdo.co.kr/privacy,"index, follow",,True,doc_7e29a7a0ff4d_https___kokamdo.co.kr_-Coverage-Drilldown-2026-07-29 (5).xlsx,https://kokamdo.co.kr/privacy,
